,Fed_Funds_Eff._Rate,3_Month_TBill,2Y_Treasury,5Y_Treasury,10Y_Treasury,30Y_Treasury,5Y_Forward Infl. Exp. Rate,30Y Mortgage,BofA High Yield Spread,Inflation
2018-11-30,2.2,2.32,2.8,2.84,3.01,3.3,2.17,4.75,4.29,1.9201892337003867
2018-12-01,2.2,2.32,2.8,2.84,3.01,3.3,2.17,4.75,4.29,1.9201892337003867
2018-12-02,2.2,2.32,2.8,2.84,3.01,3.3,2.17,4.75,4.29,1.4956517543753822
2018-12-03,2.19,2.34,2.83,2.83,2.98,3.27,2.16,4.75,4.2,1.4956517543753822
2018-12-04,2.2,2.38,2.8,2.79,2.91,3.16,2.14,4.75,4.29,1.4956517543753822
2018-12-05,2.2,2.38,2.8,2.79,2.91,3.16,2.14,4.75,4.29,1.4956517543753822
2018-12-06,2.2,2.36,2.75,2.75,2.87,3.14,2.11,4.75,4.5,1.4956517543753822
2018-12-07,2.19,2.35,2.72,2.7,2.85,3.14,2.1,4.75,4.5,1.4956517543753822
2018-12-08,2.19,2.35,2.72,2.7,2.85,3.14,2.1,4.75,4.5,1.4956517543753822
2018-12-09,2.19,2.35,2.72,2.7,2.85,3.14,2.1,4.75,4.5,1.4956517543753822
2018-12-10,2.2,2.37,2.72,2.71,2.85,3.13,2.07,4.75,4.56,1.4956517543753822
2018-12-11,2.19,2.37,2.78,2.75,2.89,3.13,2.04,4.75,4.48,1.4956517543753822
2018-12-12,2.19,2.39,2.77,2.77,2.91,3.15,2.04,4.75,4.4,1.4956517543753822
2018-12-13,2.19,2.38,2.75,2.75,2.91,3.16,2.04,4.63,4.39,1.4956517543753822
2018-12-14,2.19,2.37,2.73,2.73,2.89,3.14,2.04,4.63,4.46,1.4956517543753822
2018-12-15,2.19,2.37,2.73,2.73,2.89,3.14,2.04,4.63,4.46,1.4956517543753822
2018-12-16,2.19,2.37,2.73,2.73,2.89,3.14,2.04,4.63,4.46,1.4956517543753822
2018-12-17,2.2,2.36,2.7,2.69,2.86,3.11,2.04,4.63,4.58,1.4956517543753822
2018-12-18,2.2,2.34,2.65,2.65,2.82,3.07,2.04,4.63,4.72,1.4956517543753822
2018-12-19,2.2,2.35,2.63,2.62,2.77,3.0,2.04,4.63,4.84,1.4956517543753822
2018-12-20,2.4,2.34,2.67,2.65,2.79,3.02,1.99,4.62,5.11,1.4956517543753822
2018-12-21,2.4,2.34,2.63,2.64,2.79,3.03,1.99,4.62,5.22,1.4956517543753822
2018-12-22,2.4,2.34,2.63,2.64,2.79,3.03,1.99,4.62,5.22,1.4956517543753822
2018-12-23,2.4,2.34,2.63,2.64,2.79,3.03,1.99,4.62,5.22,1.4956517543753822
2018-12-24,2.4,2.41,2.55,2.58,2.74,3.0,1.98,4.62,5.35,1.4956517543753822
2018-12-25,2.4,2.41,2.55,2.58,2.74,3.0,1.98,4.62,5.35,1.4956517543753822
2018-12-26,2.4,2.39,2.61,2.67,2.81,3.06,1.97,4.62,5.37,1.4956517543753822
2018-12-27,2.4,2.36,2.56,2.6,2.77,3.05,1.95,4.55,5.38,1.4956517543753822
2018-12-28,2.4,2.35,2.52,2.56,2.72,3.04,1.94,4.55,5.3,1.4956517543753822
2018-12-29,2.4,2.35,2.52,2.56,2.72,3.04,1.94,4.55,5.3,1.4956517543753822
2018-12-30,2.4,2.35,2.52,2.56,2.72,3.04,1.94,4.55,5.3,1.4956517543753822
2018-12-31,2.4,2.4,2.48,2.51,2.69,3.02,1.91,4.55,5.33,1.4956517543753822
2019-01-01,2.4,2.4,2.48,2.51,2.69,3.02,1.91,4.55,5.33,1.4956517543753822
2019-01-02,2.4,2.37,2.5,2.49,2.66,2.97,1.91,4.55,5.35,1.4717208182912112
2019-01-03,2.4,2.36,2.39,2.37,2.56,2.92,1.87,4.51,5.44,1.4717208182912112
2019-01-04,2.4,2.37,2.5,2.49,2.67,2.98,1.94,4.51,5.05,1.4717208182912112
2019-01-05,2.4,2.37,2.5,2.49,2.67,2.98,1.94,4.51,5.05,1.4717208182912112
2019-01-06,2.4,2.37,2.5,2.49,2.67,2.98,1.94,4.51,5.05,1.4717208182912112
2019-01-07,2.4,2.41,2.53,2.53,2.7,2.99,1.95,4.51,4.83,1.4717208182912112
2019-01-08,2.4,2.41,2.58,2.58,2.73,3.0,1.98,4.51,4.65,1.4717208182912112
2019-01-09,2.4,2.4,2.56,2.57,2.74,3.03,1.98,4.51,4.52,1.4717208182912112
2019-01-10,2.4,2.38,2.56,2.56,2.74,3.06,1.97,4.45,4.54,1.4717208182912112
2019-01-11,2.4,2.38,2.55,2.52,2.71,3.04,2.0,4.45,4.55,1.4717208182912112
2019-01-12,2.4,2.38,2.55,2.52,2.71,3.04,2.0,4.45,4.55,1.4717208182912112
2019-01-13,2.4,2.38,2.55,2.52,2.71,3.04,2.0,4.45,4.55,1.4717208182912112
2019-01-14,2.4,2.4,2.53,2.53,2.71,3.06,1.98,4.45,4.6,1.4717208182912112
2019-01-15,2.4,2.4,2.53,2.53,2.72,3.08,1.99,4.45,4.55,1.4717208182912112
2019-01-16,2.4,2.38,2.55,2.54,2.73,3.07,2.0,4.45,4.44,1.4717208182912112
2019-01-17,2.4,2.37,2.56,2.58,2.75,3.07,1.94,4.45,4.4,1.4717208182912112
2019-01-18,2.4,2.36,2.62,2.62,2.79,3.09,1.99,4.45,4.27,1.4717208182912112
2019-01-19,2.4,2.36,2.62,2.62,2.79,3.09,1.99,4.45,4.27,1.4717208182912112
2019-01-20,2.4,2.36,2.62,2.62,2.79,3.09,1.99,4.45,4.27,1.4717208182912112
2019-01-21,2.4,2.36,2.62,2.62,2.79,3.09,1.99,4.45,4.27,1.4717208182912112
2019-01-22,2.4,2.38,2.58,2.57,2.74,3.06,1.95,4.45,4.41,1.4717208182912112
2019-01-23,2.4,2.36,2.58,2.59,2.76,3.07,1.96,4.45,4.39,1.4717208182912112
2019-01-24,2.4,2.32,2.56,2.55,2.72,3.04,1.92,4.45,4.45,1.4717208182912112
2019-01-25,2.4,2.34,2.6,2.59,2.76,3.06,1.94,4.45,4.34,1.4717208182912112
2019-01-26,2.4,2.34,2.6,2.59,2.76,3.06,1.94,4.45,4.34,1.4717208182912112
2019-01-27,2.4,2.34,2.6,2.59,2.76,3.06,1.94,4.45,4.34,1.4717208182912112
2019-01-28,2.4,2.37,2.6,2.58,2.75,3.06,1.94,4.45,4.41,1.4717208182912112
2019-01-29,2.4,2.37,2.56,2.55,2.72,3.04,1.94,4.45,4.4,1.4717208182912112
2019-01-30,2.4,2.37,2.52,2.49,2.7,3.06,2.0,4.45,4.36,1.4717208182912112
2019-01-31,2.4,2.36,2.45,2.43,2.63,2.99,2.0,4.46,4.37,1.4717208182912112
2019-02-01,2.4,2.35,2.52,2.51,2.7,3.03,2.04,4.46,4.29,1.4717208182912112
2019-02-02,2.4,2.35,2.52,2.51,2.7,3.03,2.04,4.46,4.29,1.8555849902010646
2019-02-03,2.4,2.35,2.52,2.51,2.7,3.03,2.04,4.46,4.29,1.8555849902010646
2019-02-04,2.4,2.37,2.53,2.53,2.73,3.06,2.02,4.46,4.25,1.8555849902010646
2019-02-05,2.4,2.37,2.53,2.51,2.71,3.03,2.02,4.46,4.15,1.8555849902010646
2019-02-06,2.4,2.37,2.52,2.5,2.7,3.03,2.01,4.46,4.13,1.8555849902010646
2019-02-07,2.4,2.37,2.48,2.46,2.65,3.0,1.99,4.41,4.29,1.8555849902010646
2019-02-08,2.4,2.38,2.45,2.44,2.63,2.97,1.95,4.41,4.32,1.8555849902010646
2019-02-09,2.4,2.38,2.45,2.44,2.63,2.97,1.95,4.41,4.32,1.8555849902010646
2019-02-10,2.4,2.38,2.45,2.44,2.63,2.97,1.95,4.41,4.32,1.8555849902010646
2019-02-11,2.4,2.4,2.48,2.47,2.65,3.0,1.95,4.41,4.28,1.8555849902010646
2019-02-12,2.4,2.38,2.5,2.49,2.68,3.02,1.95,4.41,4.17,1.8555849902010646
2019-02-13,2.4,2.39,2.53,2.53,2.71,3.04,1.96,4.41,4.12,1.8555849902010646
2019-02-14,2.4,2.38,2.5,2.48,2.66,3.01,1.96,4.37,4.17,1.8555849902010646
2019-02-15,2.4,2.38,2.52,2.49,2.66,3.0,1.97,4.37,4.12,1.8555849902010646
2019-02-16,2.4,2.38,2.52,2.49,2.66,3.0,1.97,4.37,4.12,1.8555849902010646
2019-02-17,2.4,2.38,2.52,2.49,2.66,3.0,1.97,4.37,4.12,1.8555849902010646
2019-02-18,2.4,2.38,2.52,2.49,2.66,3.0,1.97,4.37,4.12,1.8555849902010646
2019-02-19,2.4,2.41,2.5,2.47,2.65,2.99,1.98,4.37,4.11,1.8555849902010646
2019-02-20,2.4,2.4,2.5,2.47,2.65,3.0,1.99,4.37,4.08,1.8555849902010646
2019-02-21,2.4,2.4,2.53,2.51,2.69,3.05,2.02,4.35,4.04,1.8555849902010646
2019-02-22,2.4,2.41,2.48,2.47,2.65,3.02,2.0,4.35,4.05,1.8555849902010646
2019-02-23,2.4,2.41,2.48,2.47,2.65,3.02,2.0,4.35,4.05,1.8555849902010646
2019-02-24,2.4,2.41,2.48,2.47,2.65,3.02,2.0,4.35,4.05,1.8555849902010646
2019-02-25,2.4,2.42,2.51,2.48,2.67,3.03,2.02,4.35,4.0,1.8555849902010646
2019-02-26,2.4,2.4,2.48,2.45,2.64,3.01,2.02,4.35,4.01,1.8555849902010646
2019-02-27,2.4,2.4,2.5,2.49,2.69,3.07,2.02,4.35,3.94,1.8555849902010646
2019-02-28,2.4,2.4,2.52,2.52,2.73,3.09,2.06,4.35,3.92,1.8555849902010646
2019-03-01,2.4,2.39,2.55,2.56,2.76,3.13,2.07,4.35,3.86,1.8555849902010646
2019-03-02,2.4,2.39,2.55,2.56,2.76,3.13,2.07,4.35,3.86,2.0181800019978047
2019-03-03,2.4,2.39,2.55,2.56,2.76,3.13,2.07,4.35,3.86,2.0181800019978047
2019-03-04,2.4,2.41,2.55,2.53,2.72,3.09,2.04,4.35,3.9,2.0181800019978047
2019-03-05,2.4,2.41,2.55,2.53,2.72,3.08,2.03,4.35,3.91,2.0181800019978047
2019-03-06,2.4,2.41,2.52,2.49,2.69,3.06,2.01,4.35,3.98,2.0181800019978047
2019-03-07,2.4,2.4,2.47,2.44,2.64,3.03,2.0,4.41,4.1,2.0181800019978047
2019-03-08,2.4,2.41,2.45,2.42,2.62,3.0,2.0,4.41,4.18,2.0181800019978047
2019-03-09,2.4,2.41,2.45,2.42,2.62,3.0,2.0,4.41,4.18,2.0181800019978047
2019-03-10,2.4,2.41,2.45,2.42,2.62,3.0,2.0,4.41,4.18,2.0181800019978047
2019-03-11,2.4,2.41,2.47,2.44,2.64,3.03,2.0,4.41,4.12,2.0181800019978047
2019-03-12,2.4,2.41,2.45,2.41,2.61,3.0,1.99,4.41,4.08,2.0181800019978047
2019-03-13,2.4,2.4,2.45,2.42,2.61,3.02,2.0,4.41,3.99,2.0181800019978047
2019-03-14,2.4,2.4,2.46,2.43,2.63,3.04,2.03,4.31,3.95,2.0181800019978047
2019-03-15,2.4,2.4,2.43,2.4,2.59,3.02,2.02,4.31,3.95,2.0181800019978047
2019-03-16,2.4,2.4,2.43,2.4,2.59,3.02,2.02,4.31,3.95,2.0181800019978047
2019-03-17,2.4,2.4,2.43,2.4,2.59,3.02,2.02,4.31,3.95,2.0181800019978047
2019-03-18,2.4,2.39,2.45,2.42,2.6,3.01,2.04,4.31,3.95,2.0181800019978047
2019-03-19,2.4,2.41,2.46,2.42,2.61,3.02,2.05,4.31,3.91,2.0181800019978047
2019-03-20,2.41,2.42,2.4,2.34,2.54,2.98,2.04,4.31,3.97,2.0181800019978047
2019-03-21,2.41,2.43,2.41,2.34,2.54,2.96,2.06,4.28,3.92,2.0181800019978047
2019-03-22,2.41,2.41,2.31,2.24,2.44,2.88,2.0,4.28,4.03,2.0181800019978047
2019-03-23,2.41,2.41,2.31,2.24,2.44,2.88,2.0,4.28,4.03,2.0181800019978047
2019-03-24,2.41,2.41,2.31,2.24,2.44,2.88,2.0,4.28,4.03,2.0181800019978047
2019-03-25,2.4,2.41,2.26,2.21,2.43,2.87,1.99,4.28,4.13,2.0181800019978047
2019-03-26,2.4,2.41,2.24,2.18,2.41,2.86,1.97,4.28,4.09,2.0181800019978047
2019-03-27,2.41,2.39,2.22,2.18,2.39,2.83,1.94,4.28,4.09,2.0181800019978047
2019-03-28,2.41,2.38,2.23,2.2,2.39,2.81,1.94,4.06,4.08,2.0181800019978047
2019-03-29,2.43,2.35,2.27,2.23,2.41,2.81,1.98,4.06,3.99,2.0181800019978047
2019-03-30,2.43,2.35,2.27,2.23,2.41,2.81,1.98,4.06,3.99,2.0181800019978047
2019-03-31,2.43,2.35,2.27,2.23,2.41,2.81,1.98,4.06,4.05,2.0181800019978047
2019-04-01,2.41,2.38,2.33,2.31,2.49,2.89,1.98,4.06,3.94,2.0181800019978047
2019-04-02,2.41,2.37,2.3,2.28,2.48,2.88,1.99,4.06,3.95,1.828251975788131
2019-04-03,2.41,2.39,2.33,2.32,2.52,2.93,2.01,4.06,3.9,1.828251975788131
2019-04-04,2.41,2.39,2.33,2.32,2.51,2.92,1.99,4.08,3.9,1.828251975788131
2019-04-05,2.41,2.39,2.35,2.31,2.5,2.91,2.01,4.08,3.86,1.828251975788131
2019-04-06,2.41,2.39,2.35,2.31,2.5,2.91,2.01,4.08,3.86,1.828251975788131
2019-04-07,2.41,2.39,2.35,2.31,2.5,2.91,2.01,4.08,3.86,1.828251975788131
2019-04-08,2.41,2.38,2.36,2.33,2.52,2.93,2.01,4.08,3.84,1.828251975788131
2019-04-09,2.41,2.37,2.35,2.31,2.51,2.92,2.02,4.08,3.86,1.828251975788131
2019-04-10,2.41,2.38,2.31,2.28,2.48,2.9,2.05,4.08,3.86,1.828251975788131
2019-04-11,2.41,2.38,2.35,2.31,2.51,2.94,2.06,4.12,3.79,1.828251975788131
2019-04-12,2.41,2.39,2.4,2.38,2.56,2.97,2.04,4.12,3.68,1.828251975788131
2019-04-13,2.41,2.39,2.4,2.38,2.56,2.97,2.04,4.12,3.68,1.828251975788131
2019-04-14,2.41,2.39,2.4,2.38,2.56,2.97,2.04,4.12,3.68,1.828251975788131
2019-04-15,2.41,2.38,2.4,2.37,2.55,2.96,2.03,4.12,3.68,1.828251975788131
2019-04-16,2.41,2.38,2.41,2.41,2.6,2.99,2.06,4.12,3.64,1.828251975788131
2019-04-17,2.42,2.39,2.4,2.4,2.59,2.99,2.04,4.12,3.67,1.828251975788131
2019-04-18,2.43,2.37,2.38,2.38,2.57,2.96,2.04,4.17,3.73,1.828251975788131
2019-04-19,2.44,2.37,2.38,2.38,2.57,2.96,2.04,4.17,3.73,1.828251975788131
2019-04-20,2.44,2.37,2.38,2.38,2.57,2.96,2.04,4.17,3.73,1.828251975788131
2019-04-21,2.44,2.37,2.38,2.38,2.57,2.96,2.04,4.17,3.73,1.828251975788131
2019-04-22,2.44,2.39,2.38,2.39,2.59,2.99,2.03,4.17,3.73,1.828251975788131
2019-04-23,2.44,2.4,2.36,2.36,2.57,2.98,2.03,4.17,3.72,1.828251975788131
2019-04-24,2.44,2.39,2.32,2.32,2.53,2.94,2.05,4.17,3.73,1.828251975788131
2019-04-25,2.44,2.38,2.33,2.33,2.54,2.94,2.1,4.2,3.75,1.828251975788131
2019-04-26,2.44,2.37,2.28,2.29,2.51,2.92,2.08,4.2,3.76,1.828251975788131
2019-04-27,2.44,2.37,2.28,2.29,2.51,2.92,2.08,4.2,3.76,1.828251975788131
2019-04-28,2.44,2.37,2.28,2.29,2.51,2.92,2.08,4.2,3.76,1.828251975788131
2019-04-29,2.45,2.39,2.3,2.32,2.54,2.96,2.06,4.2,3.73,1.828251975788131
2019-04-30,2.45,2.38,2.27,2.28,2.51,2.93,2.05,4.2,3.73,1.828251975788131
2019-05-01,2.45,2.38,2.31,2.31,2.52,2.92,2.03,4.2,3.71,1.828251975788131
2019-05-02,2.41,2.41,2.35,2.34,2.55,2.94,2.0,4.14,3.74,1.7005638020003877
2019-05-03,2.4,2.38,2.33,2.33,2.54,2.93,2.02,4.14,3.72,1.7005638020003877
2019-05-04,2.4,2.38,2.33,2.33,2.54,2.93,2.02,4.14,3.72,1.7005638020003877
2019-05-05,2.4,2.38,2.33,2.33,2.54,2.93,2.02,4.14,3.72,1.7005638020003877
2019-05-06,2.4,2.39,2.31,2.3,2.51,2.91,2.01,4.14,3.82,1.7005638020003877
2019-05-07,2.4,2.38,2.28,2.25,2.45,2.86,1.98,4.14,3.89,1.7005638020003877
2019-05-08,2.39,2.38,2.3,2.28,2.49,2.89,1.99,4.14,3.87,1.7005638020003877
2019-05-09,2.38,2.38,2.26,2.25,2.45,2.87,1.97,4.1,3.99,1.7005638020003877
2019-05-10,2.38,2.38,2.26,2.26,2.47,2.89,2.01,4.1,4.01,1.7005638020003877
2019-05-11,2.38,2.38,2.26,2.26,2.47,2.89,2.01,4.1,4.01,1.7005638020003877
2019-05-12,2.38,2.38,2.26,2.26,2.47,2.89,2.01,4.1,4.01,1.7005638020003877
2019-05-13,2.38,2.36,2.18,2.18,2.4,2.83,1.97,4.1,4.2,1.7005638020003877
2019-05-14,2.38,2.36,2.2,2.2,2.42,2.86,1.97,4.1,4.13,1.7005638020003877
2019-05-15,2.4,2.37,2.16,2.15,2.37,2.82,1.92,4.1,4.17,1.7005638020003877
2019-05-16,2.39,2.35,2.2,2.18,2.4,2.84,1.93,4.07,4.06,1.7005638020003877
2019-05-17,2.39,2.34,2.2,2.17,2.39,2.82,1.91,4.07,4.07,1.7005638020003877
2019-05-18,2.39,2.34,2.2,2.17,2.39,2.82,1.91,4.07,4.07,1.7005638020003877
2019-05-19,2.39,2.34,2.2,2.17,2.39,2.82,1.91,4.07,4.07,1.7005638020003877
2019-05-20,2.39,2.34,2.21,2.21,2.41,2.83,1.91,4.07,4.06,1.7005638020003877
2019-05-21,2.39,2.34,2.26,2.23,2.43,2.84,1.94,4.07,3.99,1.7005638020003877
2019-05-22,2.38,2.33,2.23,2.19,2.39,2.82,1.9,4.07,4.03,1.7005638020003877
2019-05-23,2.38,2.32,2.12,2.11,2.31,2.75,1.84,4.06,4.22,1.7005638020003877
2019-05-24,2.38,2.3,2.16,2.12,2.32,2.75,1.9,4.06,4.16,1.7005638020003877
2019-05-25,2.38,2.3,2.16,2.12,2.32,2.75,1.9,4.06,4.16,1.7005638020003877
2019-05-26,2.38,2.3,2.16,2.12,2.32,2.75,1.9,4.06,4.16,1.7005638020003877
2019-05-27,2.38,2.3,2.16,2.12,2.32,2.75,1.9,4.06,4.16,1.7005638020003877
2019-05-28,2.39,2.32,2.12,2.06,2.26,2.7,1.88,4.06,4.19,1.7005638020003877
2019-05-29,2.39,2.32,2.09,2.05,2.25,2.69,1.91,4.06,4.36,1.7005638020003877
2019-05-30,2.39,2.33,2.06,2.03,2.22,2.65,1.89,3.99,4.33,1.7005638020003877
2019-05-31,2.4,2.3,1.95,1.93,2.14,2.58,1.9,3.99,4.59,1.7005638020003877
2019-06-01,2.4,2.3,1.95,1.93,2.14,2.58,1.9,3.99,4.59,1.7005638020003877
2019-06-02,2.4,2.3,1.95,1.93,2.14,2.58,1.9,3.99,4.59,1.8221965823867592
2019-06-03,2.38,2.3,1.82,1.83,2.07,2.53,1.9,3.99,4.7,1.8221965823867592
2019-06-04,2.38,2.3,1.88,1.89,2.12,2.6,1.89,3.99,4.53,1.8221965823867592
2019-06-05,2.38,2.3,1.83,1.86,2.12,2.63,1.91,3.99,4.48,1.8221965823867592
2019-06-06,2.37,2.28,1.88,1.88,2.12,2.62,1.88,3.82,4.42,1.8221965823867592
2019-06-07,2.37,2.23,1.85,1.85,2.09,2.57,1.87,3.82,4.37,1.8221965823867592
2019-06-08,2.37,2.23,1.85,1.85,2.09,2.57,1.87,3.82,4.37,1.8221965823867592
2019-06-09,2.37,2.23,1.85,1.85,2.09,2.57,1.87,3.82,4.37,1.8221965823867592
2019-06-10,2.37,2.24,1.9,1.91,2.15,2.62,1.86,3.82,4.23,1.8221965823867592
2019-06-11,2.37,2.22,1.93,1.92,2.15,2.62,1.87,3.82,4.2,1.8221965823867592
2019-06-12,2.37,2.19,1.88,1.88,2.13,2.62,1.89,3.82,4.22,1.8221965823867592
2019-06-13,2.37,2.14,1.83,1.84,2.1,2.61,1.85,3.82,4.24,1.8221965823867592
2019-06-14,2.36,2.15,1.84,1.85,2.09,2.59,1.78,3.82,4.23,1.8221965823867592
2019-06-15,2.36,2.15,1.84,1.85,2.09,2.59,1.78,3.82,4.23,1.8221965823867592
2019-06-16,2.36,2.15,1.84,1.85,2.09,2.59,1.78,3.82,4.23,1.8221965823867592
2019-06-17,2.38,2.18,1.86,1.85,2.09,2.58,1.77,3.82,4.23,1.8221965823867592
2019-06-18,2.37,2.17,1.86,1.83,2.06,2.55,1.79,3.82,4.14,1.8221965823867592
2019-06-19,2.37,2.13,1.74,1.77,2.03,2.54,1.81,3.82,4.16,1.8221965823867592
2019-06-20,2.37,2.09,1.72,1.74,2.01,2.53,1.9,3.84,4.03,1.8221965823867592
2019-06-21,2.38,2.07,1.77,1.8,2.07,2.59,1.86,3.84,3.95,1.8221965823867592
2019-06-22,2.38,2.07,1.77,1.8,2.07,2.59,1.86,3.84,3.95,1.8221965823867592
2019-06-23,2.38,2.07,1.77,1.8,2.07,2.59,1.86,3.84,3.95,1.8221965823867592
2019-06-24,2.38,2.08,1.72,1.75,2.02,2.55,1.85,3.84,4.0,1.8221965823867592
2019-06-25,2.38,2.07,1.71,1.73,2.0,2.53,1.82,3.84,4.09,1.8221965823867592
2019-06-26,2.38,2.1,1.77,1.8,2.05,2.57,1.84,3.84,4.05,1.8221965823867592
2019-06-27,2.38,2.09,1.74,1.76,2.01,2.52,1.83,3.73,4.09,1.8221965823867592
2019-06-28,2.4,2.08,1.75,1.76,2.0,2.52,1.85,3.73,4.07,1.8221965823867592
2019-06-29,2.4,2.08,1.75,1.76,2.0,2.52,1.85,3.73,4.07,1.8221965823867592
2019-06-30,2.4,2.08,1.75,1.76,2.0,2.52,1.85,3.73,4.07,1.8221965823867592
2019-07-01,2.39,2.16,1.78,1.79,2.03,2.55,1.85,3.73,3.99,1.8221965823867592
2019-07-02,2.4,2.15,1.77,1.75,1.98,2.51,1.8,3.73,4.04,1.7411166504458953
