,Fed_Funds_Eff._Rate,3_Month_TBill,2Y_Treasury,5Y_Treasury,10Y_Treasury,30Y_Treasury,5Y_Forward Infl. Exp. Rate,30Y Mortgage,BofA High Yield Spread,Inflation
2019-07-03,2.41,2.16,1.77,1.74,1.96,2.47,1.79,3.75,4.02,1.7411166504458953
2019-07-04,2.41,2.16,1.77,1.74,1.96,2.47,1.79,3.75,4.02,1.7411166504458953
2019-07-05,2.42,2.18,1.87,1.84,2.04,2.54,1.83,3.75,3.98,1.7411166504458953
2019-07-06,2.42,2.18,1.87,1.84,2.04,2.54,1.83,3.75,3.98,1.7411166504458953
2019-07-07,2.42,2.18,1.87,1.84,2.04,2.54,1.83,3.75,3.98,1.7411166504458953
2019-07-08,2.41,2.21,1.88,1.86,2.05,2.53,1.85,3.75,4.0,1.7411166504458953
2019-07-09,2.41,2.21,1.92,1.88,2.07,2.54,1.86,3.75,4.03,1.7411166504458953
2019-07-10,2.41,2.15,1.82,1.82,2.07,2.57,1.89,3.75,4.01,1.7411166504458953
2019-07-11,2.4,2.12,1.85,1.88,2.13,2.65,1.91,3.75,4.0,1.7411166504458953
2019-07-12,2.38,2.1,1.84,1.86,2.12,2.64,1.92,3.75,4.02,1.7411166504458953
2019-07-13,2.38,2.1,1.84,1.86,2.12,2.64,1.92,3.75,4.02,1.7411166504458953
2019-07-14,2.38,2.1,1.84,1.86,2.12,2.64,1.92,3.75,4.02,1.7411166504458953
2019-07-15,2.4,2.11,1.83,1.84,2.09,2.61,1.93,3.75,4.0,1.7411166504458953
2019-07-16,2.41,2.1,1.87,1.88,2.13,2.63,1.97,3.75,3.96,1.7411166504458953
2019-07-17,2.41,2.09,1.83,1.83,2.06,2.57,1.9,3.75,4.01,1.7411166504458953
2019-07-18,2.41,2.01,1.77,1.78,2.04,2.56,1.98,3.81,4.11,1.7411166504458953
2019-07-19,2.41,2.02,1.8,1.8,2.05,2.57,2.0,3.81,4.07,1.7411166504458953
2019-07-20,2.41,2.02,1.8,1.8,2.05,2.57,2.0,3.81,4.07,1.7411166504458953
2019-07-21,2.41,2.02,1.8,1.8,2.05,2.57,2.0,3.81,4.07,1.7411166504458953
2019-07-22,2.4,2.04,1.8,1.8,2.05,2.58,1.99,3.81,4.06,1.7411166504458953
2019-07-23,2.4,2.02,1.83,1.83,2.08,2.61,2.01,3.81,3.99,1.7411166504458953
2019-07-24,2.4,2.05,1.83,1.82,2.05,2.58,1.99,3.81,3.98,1.7411166504458953
2019-07-25,2.4,2.06,1.86,1.85,2.08,2.6,2.0,3.75,3.93,1.7411166504458953
2019-07-26,2.4,2.08,1.86,1.85,2.08,2.59,1.99,3.75,3.89,1.7411166504458953
2019-07-27,2.4,2.08,1.86,1.85,2.08,2.59,1.99,3.75,3.89,1.7411166504458953
2019-07-28,2.4,2.08,1.86,1.85,2.08,2.59,1.99,3.75,3.89,1.7411166504458953
2019-07-29,2.4,2.07,1.85,1.84,2.06,2.59,1.97,3.75,3.93,1.7411166504458953
2019-07-30,2.39,2.04,1.85,1.84,2.06,2.58,1.98,3.75,3.97,1.7411166504458953
2019-07-31,2.4,2.04,1.89,1.84,2.02,2.53,1.96,3.75,3.93,1.7411166504458953
2019-08-01,2.14,2.03,1.73,1.68,1.9,2.44,1.93,3.75,4.1,1.7411166504458953
2019-08-02,2.14,2.02,1.72,1.66,1.86,2.39,1.87,3.75,4.19,1.7245413053219139
2019-08-03,2.14,2.02,1.72,1.66,1.86,2.39,1.87,3.75,4.19,1.7245413053219139
2019-08-04,2.14,2.02,1.72,1.66,1.86,2.39,1.87,3.75,4.19,1.7245413053219139
2019-08-05,2.13,2.0,1.59,1.55,1.75,2.3,1.81,3.75,4.53,1.7245413053219139
2019-08-06,2.13,2.01,1.6,1.53,1.73,2.25,1.84,3.75,4.46,1.7245413053219139
2019-08-07,2.12,1.98,1.59,1.52,1.71,2.22,1.86,3.75,4.52,1.7245413053219139
2019-08-08,2.12,1.98,1.62,1.54,1.72,2.25,1.87,3.6,4.31,1.7245413053219139
2019-08-09,2.12,1.96,1.63,1.57,1.74,2.26,1.88,3.6,4.31,1.7245413053219139
2019-08-10,2.12,1.96,1.63,1.57,1.74,2.26,1.88,3.6,4.31,1.7245413053219139
2019-08-11,2.12,1.96,1.63,1.57,1.74,2.26,1.88,3.6,4.31,1.7245413053219139
2019-08-12,2.12,1.96,1.58,1.49,1.65,2.14,1.83,3.6,4.4,1.7245413053219139
2019-08-13,2.12,1.96,1.66,1.57,1.68,2.15,1.82,3.6,4.25,1.7245413053219139
2019-08-14,2.12,1.92,1.58,1.51,1.59,2.03,1.78,3.6,4.49,1.7245413053219139
2019-08-15,2.13,1.87,1.48,1.42,1.52,1.98,1.74,3.6,4.52,1.7245413053219139
2019-08-16,2.13,1.83,1.48,1.42,1.55,2.01,1.74,3.6,4.47,1.7245413053219139
2019-08-17,2.13,1.83,1.48,1.42,1.55,2.01,1.74,3.6,4.47,1.7245413053219139
2019-08-18,2.13,1.83,1.48,1.42,1.55,2.01,1.74,3.6,4.47,1.7245413053219139
2019-08-19,2.13,1.9,1.53,1.47,1.6,2.08,1.76,3.6,4.36,1.7245413053219139
2019-08-20,2.13,1.9,1.5,1.42,1.55,2.04,1.72,3.6,4.35,1.7245413053219139
2019-08-21,2.12,1.93,1.56,1.47,1.59,2.07,1.74,3.6,4.21,1.7245413053219139
2019-08-22,2.12,1.96,1.61,1.5,1.62,2.11,1.75,3.55,4.16,1.7245413053219139
2019-08-23,2.12,1.93,1.51,1.4,1.52,2.02,1.73,3.55,4.25,1.7245413053219139
2019-08-24,2.12,1.93,1.51,1.4,1.52,2.02,1.73,3.55,4.25,1.7245413053219139
2019-08-25,2.12,1.93,1.51,1.4,1.52,2.02,1.73,3.55,4.25,1.7245413053219139
2019-08-26,2.12,1.96,1.54,1.43,1.54,2.04,1.74,3.55,4.22,1.7245413053219139
2019-08-27,2.12,1.94,1.53,1.4,1.49,1.97,1.74,3.55,4.19,1.7245413053219139
2019-08-28,2.12,1.95,1.5,1.37,1.47,1.94,1.74,3.55,4.17,1.7245413053219139
2019-08-29,2.12,1.95,1.53,1.4,1.5,1.97,1.79,3.58,4.08,1.7245413053219139
2019-08-30,2.13,1.95,1.5,1.39,1.5,1.96,1.75,3.58,4.09,1.7245413053219139
2019-08-31,2.13,1.95,1.5,1.39,1.5,1.96,1.75,3.58,4.13,1.7245413053219139
2019-09-01,2.13,1.95,1.5,1.39,1.5,1.96,1.75,3.58,4.13,1.7245413053219139
2019-09-02,2.13,1.95,1.5,1.39,1.5,1.96,1.75,3.58,4.13,1.7746214892111034
2019-09-03,2.13,1.94,1.47,1.35,1.47,1.95,1.71,3.58,4.23,1.7746214892111034
2019-09-04,2.13,1.93,1.43,1.32,1.47,1.97,1.71,3.58,4.23,1.7746214892111034
2019-09-05,2.13,1.93,1.55,1.43,1.57,2.06,1.77,3.49,4.07,1.7746214892111034
2019-09-06,2.12,1.92,1.53,1.42,1.55,2.02,1.73,3.49,4.05,1.7746214892111034
2019-09-07,2.12,1.92,1.53,1.42,1.55,2.02,1.73,3.49,4.05,1.7746214892111034
2019-09-08,2.12,1.92,1.53,1.42,1.55,2.02,1.73,3.49,4.05,1.7746214892111034
2019-09-09,2.13,1.92,1.58,1.49,1.63,2.11,1.76,3.49,3.99,1.7746214892111034
2019-09-10,2.13,1.91,1.67,1.58,1.72,2.19,1.8,3.49,3.9,1.7746214892111034
2019-09-11,2.13,1.92,1.68,1.6,1.75,2.22,1.8,3.49,3.92,1.7746214892111034
2019-09-12,2.13,1.91,1.72,1.65,1.79,2.22,1.83,3.56,3.85,1.7746214892111034
2019-09-13,2.14,1.92,1.79,1.75,1.9,2.37,1.88,3.56,3.83,1.7746214892111034
2019-09-14,2.14,1.92,1.79,1.75,1.9,2.37,1.88,3.56,3.83,1.7746214892111034
2019-09-15,2.14,1.92,1.79,1.75,1.9,2.37,1.88,3.56,3.83,1.7746214892111034
2019-09-16,2.25,1.95,1.74,1.69,1.84,2.31,1.86,3.56,3.8,1.7746214892111034
2019-09-17,2.3,1.95,1.72,1.66,1.81,2.27,1.86,3.56,3.81,1.7746214892111034
2019-09-18,2.25,1.91,1.77,1.68,1.8,2.25,1.78,3.56,3.82,1.7746214892111034
2019-09-19,1.9,1.89,1.74,1.66,1.79,2.22,1.81,3.73,3.77,1.7746214892111034
2019-09-20,1.9,1.87,1.69,1.61,1.74,2.17,1.8,3.73,3.81,1.7746214892111034
2019-09-21,1.9,1.87,1.69,1.61,1.74,2.17,1.8,3.73,3.81,1.7746214892111034
2019-09-22,1.9,1.87,1.69,1.61,1.74,2.17,1.8,3.73,3.81,1.7746214892111034
2019-09-23,1.9,1.9,1.68,1.59,1.72,2.16,1.8,3.73,3.84,1.7746214892111034
2019-09-24,1.9,1.88,1.6,1.52,1.64,2.09,1.77,3.73,3.9,1.7746214892111034
2019-09-25,1.9,1.85,1.68,1.6,1.73,2.18,1.79,3.73,3.91,1.7746214892111034
2019-09-26,1.85,1.79,1.66,1.59,1.7,2.15,1.74,3.64,3.95,1.7746214892111034
2019-09-27,1.83,1.76,1.63,1.56,1.69,2.13,1.7,3.64,3.99,1.7746214892111034
2019-09-28,1.83,1.76,1.63,1.56,1.69,2.13,1.7,3.64,3.99,1.7746214892111034
2019-09-29,1.83,1.76,1.63,1.56,1.69,2.13,1.7,3.64,3.99,1.7746214892111034
2019-09-30,1.9,1.84,1.63,1.55,1.68,2.12,1.71,3.64,4.02,1.7746214892111034
2019-10-01,1.88,1.78,1.56,1.51,1.65,2.11,1.71,3.64,4.08,1.7746214892111034
2019-10-02,1.85,1.75,1.48,1.43,1.6,2.09,1.71,3.64,4.28,2.043730371565755
2019-10-03,1.83,1.67,1.39,1.34,1.54,2.04,1.71,3.65,4.4,2.043730371565755
2019-10-04,1.82,1.68,1.4,1.34,1.52,2.01,1.73,3.65,4.38,2.043730371565755
2019-10-05,1.82,1.68,1.4,1.34,1.52,2.01,1.73,3.65,4.38,2.043730371565755
2019-10-06,1.82,1.68,1.4,1.34,1.52,2.01,1.73,3.65,4.38,2.043730371565755
2019-10-07,1.82,1.71,1.46,1.38,1.56,2.05,1.75,3.65,4.31,2.043730371565755
2019-10-08,1.82,1.68,1.42,1.36,1.54,2.04,1.71,3.65,4.39,2.043730371565755
2019-10-09,1.82,1.66,1.47,1.4,1.59,2.08,1.74,3.65,4.32,2.043730371565755
2019-10-10,1.82,1.65,1.53,1.48,1.67,2.16,1.75,3.57,4.26,2.043730371565755
2019-10-11,1.82,1.65,1.63,1.59,1.76,2.22,1.78,3.57,4.1,2.043730371565755
2019-10-12,1.82,1.65,1.63,1.59,1.76,2.22,1.78,3.57,4.1,2.043730371565755
2019-10-13,1.82,1.65,1.63,1.59,1.76,2.22,1.78,3.57,4.1,2.043730371565755
2019-10-14,1.82,1.65,1.63,1.59,1.76,2.22,1.78,3.57,4.08,2.043730371565755
2019-10-15,1.9,1.64,1.61,1.59,1.77,2.23,1.79,3.57,4.01,2.043730371565755
2019-10-16,1.9,1.63,1.58,1.57,1.75,2.23,1.79,3.57,4.01,2.043730371565755
2019-10-17,1.85,1.63,1.6,1.57,1.76,2.24,1.66,3.69,4.0,2.043730371565755
2019-10-18,1.85,1.63,1.58,1.56,1.76,2.25,1.68,3.69,4.02,2.043730371565755
2019-10-19,1.85,1.63,1.58,1.56,1.76,2.25,1.68,3.69,4.02,2.043730371565755
2019-10-20,1.85,1.63,1.58,1.56,1.76,2.25,1.68,3.69,4.02,2.043730371565755
2019-10-21,1.85,1.64,1.62,1.61,1.8,2.28,1.69,3.69,3.98,2.043730371565755
2019-10-22,1.85,1.62,1.6,1.6,1.78,2.26,1.69,3.69,3.99,2.043730371565755
2019-10-23,1.85,1.62,1.58,1.58,1.77,2.25,1.7,3.69,3.98,2.043730371565755
2019-10-24,1.85,1.64,1.58,1.58,1.77,2.26,1.72,3.75,3.96,2.043730371565755
2019-10-25,1.83,1.63,1.63,1.62,1.8,2.29,1.75,3.75,3.89,2.043730371565755
2019-10-26,1.83,1.63,1.63,1.62,1.8,2.29,1.75,3.75,3.89,2.043730371565755
2019-10-27,1.83,1.63,1.63,1.62,1.8,2.29,1.75,3.75,3.89,2.043730371565755
2019-10-28,1.83,1.62,1.64,1.66,1.85,2.34,1.75,3.75,3.85,2.043730371565755
2019-10-29,1.82,1.6,1.64,1.66,1.84,2.33,1.71,3.75,3.86,2.043730371565755
2019-10-30,1.82,1.59,1.61,1.61,1.78,2.26,1.67,3.75,3.96,2.043730371565755
2019-10-31,1.58,1.51,1.52,1.51,1.69,2.17,1.64,3.78,4.15,2.043730371565755
2019-11-01,1.57,1.49,1.56,1.55,1.73,2.21,1.68,3.78,4.09,2.043730371565755
2019-11-02,1.57,1.49,1.56,1.55,1.73,2.21,1.68,3.78,4.09,2.261448832244839
2019-11-03,1.57,1.49,1.56,1.55,1.73,2.21,1.68,3.78,4.09,2.261448832244839
2019-11-04,1.56,1.5,1.6,1.6,1.79,2.27,1.72,3.78,3.99,2.261448832244839
2019-11-05,1.56,1.53,1.63,1.66,1.86,2.34,1.78,3.78,3.97,2.261448832244839
2019-11-06,1.55,1.53,1.61,1.63,1.81,2.3,1.75,3.78,4.02,2.261448832244839
2019-11-07,1.55,1.53,1.68,1.74,1.92,2.4,1.77,3.69,3.96,2.261448832244839
2019-11-08,1.55,1.52,1.68,1.74,1.94,2.43,1.79,3.69,4.0,2.261448832244839
2019-11-09,1.55,1.52,1.68,1.74,1.94,2.43,1.79,3.69,4.0,2.261448832244839
2019-11-10,1.55,1.52,1.68,1.74,1.94,2.43,1.79,3.69,4.0,2.261448832244839
2019-11-11,1.55,1.52,1.68,1.74,1.94,2.43,1.79,3.69,3.99,2.261448832244839
2019-11-12,1.55,1.56,1.66,1.73,1.92,2.39,1.8,3.69,4.0,2.261448832244839
2019-11-13,1.55,1.54,1.63,1.69,1.88,2.36,1.74,3.69,4.05,2.261448832244839
2019-11-14,1.55,1.54,1.58,1.63,1.82,2.31,1.7,3.75,4.08,2.261448832244839
2019-11-15,1.55,1.54,1.61,1.65,1.84,2.31,1.74,3.75,4.06,2.261448832244839
2019-11-16,1.55,1.54,1.61,1.65,1.84,2.31,1.74,3.75,4.06,2.261448832244839
2019-11-17,1.55,1.54,1.61,1.65,1.84,2.31,1.74,3.75,4.06,2.261448832244839
2019-11-18,1.55,1.54,1.6,1.63,1.81,2.3,1.72,3.75,4.09,2.261448832244839
2019-11-19,1.55,1.54,1.6,1.63,1.79,2.26,1.73,3.75,4.12,2.261448832244839
2019-11-20,1.55,1.54,1.56,1.58,1.73,2.2,1.69,3.75,4.18,2.261448832244839
2019-11-21,1.55,1.55,1.6,1.62,1.77,2.24,1.73,3.66,4.17,2.261448832244839
2019-11-22,1.55,1.55,1.61,1.62,1.77,2.22,1.71,3.66,4.13,2.261448832244839
2019-11-23,1.55,1.55,1.61,1.62,1.77,2.22,1.71,3.66,4.13,2.261448832244839
2019-11-24,1.55,1.55,1.61,1.62,1.77,2.22,1.71,3.66,4.13,2.261448832244839
2019-11-25,1.55,1.58,1.61,1.62,1.76,2.21,1.71,3.66,4.08,2.261448832244839
2019-11-26,1.55,1.57,1.58,1.58,1.74,2.18,1.72,3.66,4.05,2.261448832244839
2019-11-27,1.55,1.59,1.63,1.63,1.77,2.19,1.72,3.68,3.99,2.261448832244839
2019-11-28,1.55,1.59,1.63,1.63,1.77,2.19,1.72,3.68,3.99,2.261448832244839
2019-11-29,1.56,1.56,1.61,1.62,1.78,2.21,1.72,3.68,4.01,2.261448832244839
2019-11-30,1.56,1.56,1.61,1.62,1.78,2.21,1.72,3.68,4.02,2.261448832244839
2019-12-01,1.56,1.56,1.61,1.62,1.78,2.21,1.72,3.68,4.02,2.261448832244839
2019-12-02,1.56,1.57,1.61,1.65,1.83,2.28,1.76,3.68,4.03,2.474241505936048
2019-12-03,1.55,1.54,1.53,1.54,1.72,2.17,1.75,3.68,4.14,2.474241505936048
2019-12-04,1.55,1.52,1.58,1.6,1.77,2.22,1.78,3.68,4.02,2.474241505936048
2019-12-05,1.55,1.51,1.58,1.62,1.8,2.24,1.79,3.68,4.0,2.474241505936048
2019-12-06,1.55,1.5,1.61,1.67,1.84,2.29,1.79,3.68,3.89,2.474241505936048
2019-12-07,1.55,1.5,1.61,1.67,1.84,2.29,1.79,3.68,3.89,2.474241505936048
2019-12-08,1.55,1.5,1.61,1.67,1.84,2.29,1.79,3.68,3.89,2.474241505936048
2019-12-09,1.55,1.51,1.63,1.67,1.83,2.27,1.79,3.68,3.88,2.474241505936048
2019-12-10,1.55,1.53,1.65,1.68,1.85,2.26,1.83,3.68,3.84,2.474241505936048
2019-12-11,1.55,1.54,1.61,1.64,1.79,2.23,1.78,3.68,3.83,2.474241505936048
2019-12-12,1.55,1.53,1.66,1.73,1.9,2.32,1.82,3.73,3.7,2.474241505936048
2019-12-13,1.55,1.54,1.61,1.66,1.82,2.26,1.78,3.73,3.71,2.474241505936048
2019-12-14,1.55,1.54,1.61,1.66,1.82,2.26,1.78,3.73,3.71,2.474241505936048
2019-12-15,1.55,1.54,1.61,1.66,1.82,2.26,1.78,3.73,3.71,2.474241505936048
2019-12-16,1.56,1.54,1.65,1.72,1.89,2.3,1.82,3.73,3.62,2.474241505936048
2019-12-17,1.55,1.53,1.63,1.71,1.89,2.31,1.85,3.73,3.58,2.474241505936048
2019-12-18,1.55,1.53,1.63,1.74,1.92,2.35,1.84,3.73,3.51,2.474241505936048
2019-12-19,1.55,1.54,1.62,1.73,1.92,2.35,1.86,3.73,3.54,2.474241505936048
2019-12-20,1.55,1.55,1.63,1.73,1.92,2.34,1.87,3.73,3.53,2.474241505936048
2019-12-21,1.55,1.55,1.63,1.73,1.92,2.34,1.87,3.73,3.53,2.474241505936048
2019-12-22,1.55,1.55,1.63,1.73,1.92,2.34,1.87,3.73,3.53,2.474241505936048
2019-12-23,1.55,1.56,1.64,1.75,1.93,2.35,1.83,3.73,3.52,2.474241505936048
2019-12-24,1.55,1.55,1.62,1.72,1.9,2.33,1.83,3.73,3.53,2.474241505936048
2019-12-25,1.55,1.55,1.62,1.72,1.9,2.33,1.83,3.73,3.53,2.474241505936048
2019-12-26,1.55,1.55,1.64,1.72,1.9,2.33,1.82,3.74,3.53,2.474241505936048
2019-12-27,1.55,1.54,1.59,1.68,1.88,2.32,1.82,3.74,3.56,2.474241505936048
2019-12-28,1.55,1.54,1.59,1.68,1.88,2.32,1.82,3.74,3.56,2.474241505936048
2019-12-29,1.55,1.54,1.59,1.68,1.88,2.32,1.82,3.74,3.56,2.474241505936048
2019-12-30,1.55,1.54,1.58,1.68,1.9,2.34,1.84,3.74,3.6,2.474241505936048
2019-12-31,1.55,1.52,1.58,1.69,1.92,2.39,1.86,3.74,3.6,2.474241505936048
2020-01-01,1.55,1.52,1.58,1.69,1.92,2.39,1.86,3.74,3.6,2.474241505936048
2020-01-02,1.55,1.51,1.58,1.67,1.88,2.33,1.88,3.72,3.56,2.3145128454474806
2020-01-03,1.55,1.49,1.53,1.59,1.8,2.26,1.85,3.72,3.61,2.3145128454474806
2020-01-04,1.55,1.49,1.53,1.59,1.8,2.26,1.85,3.72,3.61,2.3145128454474806
2020-01-05,1.55,1.49,1.53,1.59,1.8,2.26,1.85,3.72,3.61,2.3145128454474806
2020-01-06,1.55,1.53,1.54,1.61,1.81,2.28,1.81,3.72,3.57,2.3145128454474806
2020-01-07,1.55,1.51,1.54,1.62,1.83,2.31,1.81,3.72,3.54,2.3145128454474806
2020-01-08,1.55,1.51,1.58,1.67,1.87,2.35,1.82,3.72,3.5,2.3145128454474806
2020-01-09,1.55,1.51,1.58,1.65,1.85,2.38,1.81,3.64,3.49,2.3145128454474806
2020-01-10,1.54,1.51,1.56,1.63,1.83,2.28,1.85,3.64,3.48,2.3145128454474806
2020-01-11,1.54,1.51,1.56,1.63,1.83,2.28,1.85,3.64,3.48,2.3145128454474806
2020-01-12,1.54,1.51,1.56,1.63,1.83,2.28,1.85,3.64,3.48,2.3145128454474806
2020-01-13,1.54,1.54,1.58,1.65,1.85,2.3,1.84,3.64,3.48,2.3145128454474806
2020-01-14,1.54,1.54,1.58,1.63,1.82,2.27,1.84,3.64,3.45,2.3145128454474806
2020-01-15,1.54,1.54,1.56,1.6,1.79,2.23,1.83,3.64,3.44,2.3145128454474806
2020-01-16,1.54,1.52,1.58,1.63,1.81,2.26,1.8,3.65,3.42,2.3145128454474806
2020-01-17,1.55,1.53,1.58,1.63,1.84,2.29,1.82,3.65,3.39,2.3145128454474806
2020-01-18,1.55,1.53,1.58,1.63,1.84,2.29,1.82,3.65,3.39,2.3145128454474806
2020-01-19,1.55,1.53,1.58,1.63,1.84,2.29,1.82,3.65,3.39,2.3145128454474806
2020-01-20,1.55,1.53,1.58,1.63,1.84,2.29,1.82,3.65,3.38,2.3145128454474806
2020-01-21,1.55,1.53,1.53,1.57,1.78,2.23,1.82,3.65,3.47,2.3145128454474806
2020-01-22,1.55,1.52,1.53,1.57,1.77,2.22,1.8,3.65,3.49,2.3145128454474806
2020-01-23,1.55,1.52,1.51,1.55,1.74,2.18,1.76,3.6,3.58,2.3145128454474806
2020-01-24,1.55,1.51,1.49,1.51,1.7,2.14,1.74,3.6,3.68,2.3145128454474806
2020-01-25,1.55,1.51,1.49,1.51,1.7,2.14,1.74,3.6,3.68,2.3145128454474806
2020-01-26,1.55,1.51,1.49,1.51,1.7,2.14,1.74,3.6,3.68,2.3145128454474806
2020-01-27,1.55,1.52,1.44,1.44,1.61,2.05,1.7,3.6,4.03,2.3145128454474806
2020-01-28,1.55,1.54,1.45,1.47,1.65,2.1,1.71,3.6,3.86,2.3145128454474806
2020-01-29,1.55,1.53,1.42,1.41,1.6,2.05,1.7,3.6,3.83,2.3145128454474806
2020-01-30,1.6,1.54,1.41,1.39,1.57,2.04,1.69,3.51,3.95,2.3145128454474806
2020-01-31,1.59,1.52,1.33,1.32,1.51,1.99,1.7,3.51,4.03,2.3145128454474806
2020-02-01,1.59,1.52,1.33,1.32,1.51,1.99,1.7,3.51,4.03,2.3145128454474806
2020-02-02,1.59,1.52,1.33,1.32,1.51,1.99,1.7,3.51,4.03,1.5117235300829757
2020-02-03,1.59,1.54,1.36,1.35,1.54,2.01,1.7,3.51,3.97,1.5117235300829757
2020-02-04,1.59,1.54,1.41,1.42,1.61,2.08,1.7,3.51,3.85,1.5117235300829757
